meaning,name
"- noun
+ ngõ
+ bãi đánh ki
",alley
"- verb
+ cấp
+ cấp cho
",allocate
"- noun
",alleviation
"- noun
+ cá sấu châu Mỹ
",alligator
"- noun
",alliance
"- verb
+ làm giảm
",alleviate
"- noun
+ dị ứng
",allergy
"- noun
+ tình trạng vô chính phủ
+ tình trạng hỗn loạn
",anarchy
"- noun
+ người phân tích
+ chuyên gia tâm thần
",analyst
"- noun
+ sự phân tích
+ phân tâm học
",analysis
"- adjective
",anarchic
"- noun
+ người theo chủ nghĩa vô chính phủ
+ người lật đổ chính phủ
",anarchist
"- noun
+ phép loại suy
",analogy
"- noun
",anarchism
"- verb
+ phân tích
",analyse
"- adjective
+ tương tự
",analogous
"- noun
+ phép đảo chữ cái
",anagram
"- verb
+ gây mê; gây tê
",anaesthetize
"- adjective
+ thuộc hậu môn
",anal
"- noun
+ gây mê; gây tê
",anaesthetic
"- noun
+ bác sĩ gây mê
",anaesthetist
"- adjective
",analytical
"- adjective
+ toàn bộ
+ tất cả
- adverb
+ toàn bộ
+ tất cả
",all
"- adjective
",alkaline
"- noun
+ tiền cấp dưỡng
",alimony
"- noun
",alignment
"- adjective
+ còn sống
+ sinh động
+ tồn tại
",alive
"- verb
+ xuống
+ đậu xuống
- adjective
+ cháy sáng
",alight
"- noun
+ chất kiềm
",alkali
"- noun
",alimentary
"- adjective
+ giống nhau
- adverb
+ như nhau
",alike
"- verb
+ sắp thẳng hàng
+ liên kết
",align
"- noun
",alienation
"- noun
+ thời gian phát sóng
",airtime
"- noun
+ khí cầu
",airship
"- noun
+ đường băng
",airstrip
"- adjective
+ kín hơi
",airtight
"- noun
+ lên sóng
",airplay
"- noun
+ không phận
",airspace
"- noun
+ sân bay
",airport
"- noun
+ máy bay
",airplane
"- noun
+ phi công
",airman
"- noun
+ máy bay dân dụng loại lớn
",airliner
"- noun
+ nút không khí
",airlock
"- noun
+ hãng hàng không
",airline
"- noun
+ cầu hàng không
",airlift
"- noun
+ gửi bằng máy bay
",airmail
"- adjective
+ lặng gió
+ ngột ngạt
",airless
"- adverb
+ hời hợt
",airily
"- noun
+ sự dạo mát
",airing
"- noun
+ hàng không mẫu hạm
",aircraft carrier
"- noun
+ đầu rỗng tuếch
",airhead
"- noun
+ súng hơi
",airgun
"- noun
+ giá vé đi máy bay
",airfare
"- noun
+ sân bay
",airfield
"- noun
+ túi ối
",amniotic sac
"- noun
+ sự ân xá
",amnesty
"- adjective
+ ở trên không
",airborne
"- noun
+ trùng amip
",amoeba
"- noun
+ chứng hay quên
",amnesia
"- noun
+ máy bay
",aircraft
"- noun
+ đạn dược
",ammunition
"- noun
",airiness
"- adjective
+ hỏng
",amiss
"- noun
+ a-mô-ni-ăc
+ dung dịch amoniac
",ammonia
"- preposition
+ ở giữa
",amid
"- noun
+ axit amin
",amino acid
"- noun
+ đạn dược
",ammo
"- adjective
+ thân thiện
",amicable
"- adverb
",amicably
"- adverb
",amiably
"- noun
",amiability
"- adjective
+ nhã nhặn
",amiable
"- noun
",Americanization
"- noun
+ người Mỹ da đỏ
",American Indian
"- noun
+ thạch anh tím
",amethyst
"- verb
+ Mỹ hóa
",Americanize
"- noun
+ từ ngữ đặc Mỹ
",Americanism
"- noun
+ bóng bầu dục Mỹ
",American football
"- noun
+ tiện nghi
",amenity
"- adjective
+ tiếng Anh-Mỹ
- noun
+ người Mỹ
",American
"- noun
+ sự chỉnh sửa
",amendment
"- verb
+ sửa đổi
",amend
"- verb
+ cải thiện
",ameliorate
"- interjection
+ Amen
",amen
"- noun
+ xe cấp cứu
",ambulance
"- adjective
+ tuân theo
",amenable
"- verb
+ đi thong thả
",amble
"- verb
+ phục kích
- noun
+ trận phục kích
+ quân phục kích
",ambush
"- adjective
+ vừa yêu vừa ghét
",ambivalent
"- noun
",ambivalence
"- adjective
",ambitious
"- noun
",ambitiousness
"- adverb
",ambitiously
"- adjective
+ nhất từ trước đến nay
",all-time
"- noun
+ xe địa hình
",all-terrain vehicle
"- noun
+ khát vọng
+ tham vọng
",ambition
"- adverb
",ambiguously
"- noun
+ người giỏi toàn diện
- noun
+ người toàn diện
",all-rounder
"- adjective
+ đa năng
",all-purpose
"- adjective
+ dốc toàn lực
",all-out
"- adjective
+ rất bận
",all go
"- noun
+ trạng thái mất cảm giác
",anaesthesia
"- noun
+ còi báo an
",all clear
"- adjective
+ kị khí
",anaerobic
"- noun
+ bệnh thiếu máu
",anaemia
"- adjective
",anachronistic
"- noun
+ ẩn số
",an unknown quantity
"- noun
+ vi khuẩn kị khí
",anaerobe
"- noun
+ sự lỗi thời
",anachronism
"- noun
+ cơ hội thắng độ ngang nhau
",an even bet
"- adjective
+ thiếu máu
",anaemic
"- noun
+ khả năng cái gì có thể xảy ra
",an even chance
"- adverb
",amusingly
"- adjective
+ vui
",amusing
"- noun
+ bùa hộ mệnh
",amulet
"- adverb
",amply
"- adjective
+ buồn cười
",amused
"- noun
",amputation
"- noun
+ sự thích thú
+ trò tiêu khiển
",amusement
"- verb
+ làm cho ai cười
+ tiêu khiển
",amuse
"- verb
+ cắt bỏ
",amputate
"- verb
+ phóng đại
+ khuyếch đại
",amplify
"- noun
+ động vật lưỡng cư
+ xe tăng lội nước
+ thuỷ phi cơ
",amphibian
"- noun
+ bộ khuyếch đại
",amplifier
"- noun
+ sân khấu
",amphitheatre
"- noun
+ thuốc kích thích
",amphetamine
"- adjective
+ rộng
",ample
"- noun
",amplification
"- adjective
",amphibious
"- noun
+ ampe
",ampere
"- noun
+ ampe
+ máy khuếch đại
",amp
"- verb
+ lên tới
+ có nghĩa là
- noun
+ lượng
",amount
"- adjective
+ vô định hình
",amorphous
"- adjective
+ si tình
",amorous
"- preposition
+ ở giữa
+ chia phần
",among
"- adjective
+ phi luân lý
",amoral
"- verb
+ làm cho xa lánh
+ bị xa lánh
",alienate
"- noun
+ tảo
",algae
"- noun
+ chứng cớ ngoại phạm
",alibi
"- adjective
+ thuộc nước ngoài
+ người ngoài hành tinh
- noun
+ ngoại kiều
+ người ngoài hành tinh
",alien
"- noun
+ đại số học
",algebra
"- noun
+ bí danh
- adverb
+ biệt hiệu
",alias
"- adjective
",algebraic
"- noun
+ như một người điên cuồng
",amok
"- noun
",alertness
"- noun
+ rượu bia
",ale
"- adjective
+ chứa cồn
+ do rượu
- noun
+ người nghiện rượu
",alcoholic
"- adverb
",alertly
"- adjective
+ minh mẫn
+ cảnh giác
- noun
+ sự báo động
- verb
+ cảnh báo
",alert
"- noun
+ góc phòng thụt vào
",alcove
"- noun
+ tác hại của rượu
",alcoholism
"- noun
+ rượu cồn
",alcohol
"- noun
+ thuật giả kim
",alchemy
"- noun
+ nhà giả kim
",alchemist
"- noun
+ lòng trắng trứng
",albumen
"- noun
+ an-bum
+ đĩa nhạc
",album
"- noun
+ bạch tạng
",albino
"- noun
+ suất phản chiếu
",albedo
"- conjunction
+ mặc dù
",albeit
"- noun
+ chim hải âu lớn
",albatross
"- interjection
+ than ôi!
",alas
"- adjective
+ gieo nỗi sợ hãi
",alarmist
"- adverb
",alarmingly
"- adjective
+ khép hờ
",ajar
"- adjective
+ gây hoang mang
",alarming
"- adjective
+ hơi giống
",akin
"- noun
+ đồng hồ báo thức
",alarm clock
"- noun
+ báo động
+ sự sợ hãi
+ báo thức
- verb
+ làm cho hoảng sợ
",alarm
"- noun
+ lối đi giữa hai dãy ghế
",aisle
"- adjective
+ thoáng gió
+ nhẹ nhàng
",airy
"- noun
+ sự sốt sắng
",alacrity
"- noun
+ đường thở
+ đường hàng không
",airway
"- noun
+ túi khí
",airbag
"- noun
+ máy điều hoà
",air-conditioner
"- noun
+ điều hoà không khí
",air-conditioning
"- noun plural
+ làn sóng phát thanh/ truyền hình
+ sóng phát thanh/truyền hình
",airwaves
"- adjective
+ điều hoà
",air-conditioned
"- noun
+ tiếp viên hàng không
",air steward
"- noun
+ không kích
",air strike
"- noun
+ không kích
",air raid
"- noun
+ bơm không khí
",air pump
"- noun
+ ô nhiễm không khí
",air pollution
"- noun
+ thư máy bay
",air letter
"- noun
+ không lực
",air force
"- noun
",aimlessness
"- noun
+ nữ tiếp viên hàng không
",air hostess
"- adverb
",aimlessly
"- adjective
+ không mục đích
",aimless
"- verb
+ ốm
+ làm phiền não
",ail
"- abbreviation
+ bệnh AIDS
",AIDS
"- noun
+ phụ tá
",aide
"- verb
+ nhắm
+ tập trung vào
- noun
+ ý định
+ mục tiêu
",aim
"- noun
+ sự ốm đau
",ailment
"- adjective
+ ốm yếu
",ailing
"- noun
+ sự trợ giúp
- verb
+ giúp
",aid
"- adverb
+ phía trước
+ trước thời hạn
",ahead
"- adjective
+ mơ hồ
",ambiguous
"- adjective
",ambassadorial
"- adjective
+ thuận cả hai tay
",ambidextrous
"- noun
+ hoàn cảnh, khung cảnh xung quanh
",ambience
"- noun
",ambiguity
"- noun
+ hổ phách
",amber
"- noun
+ Đại sứ
",ambassador
"- adverb
",amazingly
"- adjective
",amazing
"- adjective
+ kinh ngạc
",amazed
"- verb
+ tích luỹ
",amass
"- adjective
+ không chuyên
",amateurish
"- noun
+ hỗn hợp
",amalgam
"- verb
+ hết sức ngạc nhiên
",amaze
"- noun
+ vận động viên nghiệp dư
+ nghiệp dư
- adjective
",amateur
"- noun
+ sự ngạc nhiên
",amazement
"- noun plural
+ cựu sinh viên
",alumni
"- noun
+ bệnh Alzheimer
",Alzheimer’s disease
"- abbreviation
+ buổi sáng
",am
"- noun
+ phế nang
",alveolus
"- adverb
+ luôn luôn
+ lúc nào cũng
",always
"- noun
+ nhôm
",aluminium
"- adjective
",altruistic
"- noun
+ chủ nghĩa vị tha
",altruism
"- adverb
+ hoàn toàn
+ nhìn chung
",altogether
"- noun
",alternation
"- conjunction
+ mặc dù
",although
"- noun
+ độ cao so với mặt nước biển
",altitude
"- adjective
+ có thể lựa chọn
- noun
+ sự lựa chọn
",alternative
"- adverb
",alternatively
"- noun
+ giọng nữ trầm
",alto
"- adjective
",alternating
"- adverb
",alternately
"- adverb
+ ổn
",alright
"- adverb
+ đã…rồi
+ rồi à…
",already
"- adverb
+ cũng
",also
"- noun
+ bệ thờ
+ bàn thờ
",altar
"- noun
+ cuộc cãi lộn
",altercation
"- verb
+ thay đổi
",alter
"- noun
",alteration
"- adverb
",alphabetically
"- adjective
+ thuộc dãy An-pơ; núi cao
",alpine
"- noun
",aloofness
"- adjective
",alphabetical
"- noun
+ thứ tự chữ cái
",alphabetical order
"- noun
+ con đực đầu đàn
+ người quyền lực nhất trong nhóm
",alpha male
"- adverb
+ lớn tiếng
",aloud
"- noun
+ bảng chữ cái
",alphabet
"- adverb
+ tách xa
- adjective
+ khó gần
",aloof
"- noun
+ cây hạnh nhân
+ hạt hạnh nhân
",almond
"- adjective
+ Toàn Năng
",almighty
"- adverb
+ một mình
+ chỉ riêng
",alone
"- preposition
+ dọc theo
+ dọc theo
- adverb
+ cùng với
+ cùng đến
+ đi theo
",along
"- noun
+ niên lịch
",almanac
"- adverb
+ sát cạnh
",alongside
"- noun plural
+ của bố thí
",alms
"- adverb
+ gần như
",almost
"- noun
+ ion âm
",anion
"- adjective
+ cám dỗ
",alluring
"- noun
+ sự ám chỉ
",allusion
"- noun
+ mắt cá chân
",ankle
"- adverb
",animatedly
"- noun
",animation
"- noun
+ hận thù
",animosity
"- adjective
+ khan
",anhydrous
"- noun
",angularity
"- noun
+ nỗi đau đớn
",anguish
"- adjective
+ sôi nổi
+ chuyển động được
",animated
"- noun
+ động vật
+ loài động vật
",animal
"- adjective
",anguished
"- adjective
+ có góc
+ gầy giơ xương
",angular
"- noun
+ cảm giác lo lắng
",angst
"- adverb
",angrily
"- adjective
+ tức giận
+ viêm tấy
",angry
"- noun
",angling
"- prefix
+ gốc Anh
",Anglo-
"- verb
+ Anh hoá
",anglicize
"- noun
+ thuộc giáo phái Anh
",Anglican
"- noun
",Anglicanism
"- noun
+ người câu cá
",angler
"- noun
+ góc
+ góc độ
+ góc
+ góc nhìn
- verb
+ nghiêng theo góc
+ hướng đến đối tượng
+ đi vòng vo
- verb
+ đi câu
",angle
"- adjective
+ tốt đẹp
",angelic
"- adverb
",angelically
"- noun
+ cá ngạnh
",angel-fish
"- noun
+ sự tức giận
- verb
+ làm ai tức giận
",anger
"- adverb
+ bắt đầu lại
",anew
"- noun
+ thiên thần
+ người phúc hậu
",angel
"- noun
+ cỏ chân ngỗng
",anemone
"- noun
+ phong tốc kế
",anemometer
"- adjective
+ dựa trên kinh nghiệm cá nhân
",anecdotal
"- noun
+ người máy hệt như người
",android
"- noun
+ giai thoại
",anecdote
"- noun
+ cá trống
",anchovy
"- conjunction
+ và
+ cộng với
+ kết quả là
+ dùng thay ’to’
",and
"- adjective
+ cổ đại
+ cổ
",ancient
"- noun
+ mỏ neo
+ nơi nương tựa
- verb
+ thả neo
",anchor
"- noun
+ chỗ thả neo
",anchorage
"- noun
+ nhà giải phẫu
",anatomist
"- adjective
",ancestral
"- noun
+ dòng dõi
",ancestry
"- adverb
",anatomically
"- noun
+ khoa giải phẫu
",anatomy
"- noun
+ tổ tiên
",ancestor
"- noun
+ tổ kiến
",anthill
"- noun
+ loài linh dương
",antelope
"- adjective
+ tiền sản
",antenatal
"- adjective
",anatomical
"- noun
+ sự ghét cay ghét đắng
",anathema
"- noun
+ bao phấn
",anther
"- noun
+ quốc ca
+ bài thánh ca
",anthem
"- noun
+ râu của loài sâu bọ
+ ang ten
",antenna
"- adjective
+ Nam cực
",Antarctic
"- adverb
",antagonistically
"- noun
+ địch thủ
",antagonist
"- verb
+ gây mối thù địch
",antagonize
"- adjective
",antagonistic
"- noun
+ thú ăn kiến
",anteater
"- noun
+ sự đối lập
",antagonism
"- noun
+ chất làm giảm độ axit trong dạ dày
",antacid
"- noun
+ máy trả lời điện thoại
",answerphone
"- phrasal verb
+ chịu trách nhiệm
+ chịu trách nhiệm
",answer for
"- adjective
+ chịu trách nhiệm
",answerable
"- noun
+ máy trả lời điện thoại
",answering machine
"- noun
+ con kiến
",ant
"- adjective
+ cái khác; người khác
+ thêm một…nữa
",another
"- adjective
+ chứng chán ăn
",anorexic
"- noun
+ chứng biếng ăn
",anorexia
"- adverb
",anonymously
"- noun
+ áo khoác có mũ trùm đầu
",anorak
"- noun
+ sự bất thường
",anomaly
"- noun
",anonymity
"- verb
+ xức dầu
",anoint
"- adjective
+ khuyết tên
",anonymous
"- noun
+ ion dương
",anode
"- adjective
+ bất thường
",anomalous
"- noun
",annulment
"- noun
+ tiền trợ cấp hàng năm
",annuity
"- verb
+ bãi bỏ
",annul
"- adverb
",annoyingly
"- adjective
",annoying
"- noun
+ sự khó chịu
+ điều khó chịu
",annoyance
"- adjective
+ hàng năm
+ tính cho cả năm
- noun
+ sách xuất bản mỗi năm một lần
+ cây chỉ sống một năm
",annual
"- adjective
+ tức giận
",annoyed
"- adverb
",annually
"- noun
+ người giới thiệu
",announcer
"- verb
+ làm phiền
",annoy
"- noun
",announcement
"- noun
",annihilation
"- noun
",annexation
"- noun
+ lễ kỷ niệm
",anniversary
"- verb
+ công bố
+ giới thiệu
",announce
"- verb
+ huỷ diệt
",annihilate
"- adjective
+ rất hài lòng
",as pleased as Punch
"- noun
+ đơn xin
+ sự chuyên cần
+ thuốc mỡ
",application
"- conjunction
+ khi
+ bởi vì
+ giống như
+ như
+ mặc dù
+ cũng như vậy
- adverb
+ cũng…như
- preposition
+ cũng…như
+ giống
+ như là
+ với tư cách là
",as
"- noun
+ người xin việc
",applicant
"- adjective
",applicable
"- noun
+ thiết bị
",appliance
"- noun
",applicability
"- noun
+ sự hoan nghênh
",applause
"- verb
+ vỗ tay
",applaud
"- noun
+ quả táo
",apple
"- adjective
+ làm cho ngon miệng
",appetizing
"- noun
+ món khai vị
",appetizer
"- noun
+ sự ngon miệng
",appetite
"- noun
+ cổ vật
",artefact
"- noun
+ phần gắn thêm
",appendage
"- verb
+ bổ sung thêm
",append
"- noun
+ mỹ thuật
+ nghệ thuật
+ tài riêng
",art
"- noun
+ phụ lục
+ ruột thừa
",appendix
"- noun
+ phòng trưng bày nghệ thuật
",art gallery
"- noun
+ sự cố ý gây hoả hoạn
",arson
"- noun
+ đầu mũi tên
+ cây dong
",arrowhead
"- noun
+ mũi tên
+ vật hình mũi tên
",arrow
"- noun
+ chất asen
+ thạch tín
",arsenic
"- adjective
+ ngạo mạn
",arrogant
"- phrasal verb
+ đạt được
",arrive at
"- noun
",arrogance
"- noun
+ kho chứa vũ khí/ xưởng sản xuất vũ khí
",arsenal
"- adverb
",arrogantly
"- verb
+ đến
",arrive
"- noun
+ đám cưới áp đặt
",arranged marriage
"- noun plural
+ nợ còn khất lại
",arrears
"- noun
+ sự đến
+ người/ vật đến
",arrival
"- verb
+ sắp xếp
+ sửa soạn
+ soạn lại
",arrange
"- noun plural
+ sự chuẩn bị
",arrangements
"- verb
+ bắt giữ
+ ngăn lại
- noun
+ sự bắt giữ
+ sự hãm lại
",arrest
"- noun
",arrangement
"- verb
+ tấn công
",assail
"- noun
+ thuốc giảm đau
",aspirin
"- adjective
",aspiring
"- verb
+ khao khát
",aspire
"- verb
+ gợi
",arouse
"- noun
+ khát vọng
",aspiration
"- noun
",asphyxiation
"- verb
+ làm ngạt thở
",asphyxiate
"- noun
+ nhựa đường
",asphalt
"- adjective
+ ngủ
+ tê bại
",asleep
"- noun
+ nói xấu
",aspersion
"- adjective
+ bị lệch
",askew
"- noun
+ khía cạnh
+ hướng
+ diện mạo
",aspect
"- noun
+ măng tây
",asparagus
"- phrasal verb
+ xin gặp ai
+ chuốc lấy
",ask for
"- phrasal verb
+ hỏi thăm
",ask after
"- noun
+ con lừa
+ tên ngốc
",ass
"- noun
+ giấy phép nghệ thuật
",artistic licence
"- noun
+ pháo
+ pháo binh
",artillery
"- noun
+ nghệ sĩ sân khấu
",artiste
"- noun
",artificiality
"- adjective
+ có năng khiếu nghệ thuật
+ nghệ thuật
",artistic
"- noun
+ thợ thủ công
",artisan
"- adverb
",artificially
"- noun
+ hoạ sĩ
+ nghệ sĩ
",artist
"- noun
+ hô hấp nhân tạo
",artificial respiration
"- noun
+ trí tuệ nhân tạo
",artificial intelligence
"- noun
+ vật
+ bài báo
+ mạo từ
",article
"- adjective
+ nhân tạo
",artificial
"- noun
",articulation
"- noun
+ cây atisô
",artichoke
"- adverb
",articulately
"- adjective
+ có khớp nối
",articulated
"- noun
+ động vật chân khớp
",arthropod
"- noun
",artfulness
"- noun
+ chứng viêm khớp
",arthritis
"- adjective
+ ma mãnh
",artful
"- adverb
",artfully
"- adjective
",arthritic
"- adjective
",arterial
"- noun
+ động mạch
+ đường giao thông chính
",artery
"- noun
",appeasement
"- noun
+ hình thức
+ sự xuất hiện
+ sự xuất hiện trước công chúng
",appearance
"- verb
+ làm yên lòng
",appease
"- verb
+ xuất hiện
+ đến
+ xuất hiện trước công chúng
+ dường như
",appear
"- noun
+ sự hiện hình
",apparition
"- verb
+ yêu cầu
+ kháng cáo
+ hấp dẫn
- noun
+ sự yêu cầu giúp đỡ; sự kháng cáo
+ sự hấp dẫn
",appeal
"- adjective
+ quyến rũ
+ khẩn khoản
",appealing
"- adjective
+ rõ ràng
+ có vẻ
",apparent
"- noun
+ y phục
",apparel
"- adverb
",appallingly
"- noun
+ dụng cụ
",apparatus
"- verb
+ làm thất kinh
",appal
"- noun
+ ứng dụng
",app
"- noun
+ dấu móc lửng (’)
",apostrophe
"- adjective
",apostolic
"- adjective
",appalling
"- noun
+ tông đồ
",apostle
"- adverb
+ hình như
",apparently
"- noun
+ lời xin lỗi
",apology
"- adverb
",apologetically
"- verb
+ xin lỗi
",apologize
"- adjective
+ phi chính trị
",apolitical
"- adjective
+ ngày tận thế
",apocalyptic
"- adjective
+ thuộc về sự xin lỗi
",apologetic
"- noun
+ tận thế, sự khải huyền
",Apocalypse
"- adverb
+ mẩu; cái
",apiece
"- noun
+ chỗ nuôi ong
",apiary
"- noun
+ giống rệp vừng
",aphid
"- noun
+ thuốc kích dục
",aphrodisiac
"- noun
+ đỉnh
",apex
"- noun
+ khỉ không đuôi
",ape
"- noun
+ lỗ hổng
+ lỗ ống kính
",aperture
"- noun
+ rượu khai vị
",aperitif
"- noun
+ tính thờ ơ
",apathy
"- preposition
+ khắp xung quanh
+ loanh quanh
- preposition
+ gần
- adverb
+ xoay 180 độ
+ gần đây
",around
"- noun
",arousal
"- adverb
",apathetically
"- adjective
",aromatic
"- noun
+ quân đội
+ đám đông
",army
"- noun
+ hương thơm
",aromatherapy
"- noun plural
+ vũ khí
+ huy hiệu
",arms
"- noun
+ hương vị
",aroma
"- noun
+ áo giáp
+ xe bọc thép
",armour
"- adjective
+ bọc thép
+ binh chủng thiết giáp
",armoured
"- noun
+ nách
",armpit
"- noun
+ kho vũ khí
",armoury
"- noun
+ sự đình chiến
",armistice
"- adjective
+ vũ trang
",armed
"- noun
+ ôm đầy
",armful
"- noun
+ ghế bành
",armchair
"- noun
+ băng tay
",armband
"- adverb
+ khoác tay nhau
",arm-in-arm
"- noun
+ vũ khí
",armament
"- adjective
",arithmetical
"- noun
+ số học
",arithmetic
"- adverb
",aristocratically
"- noun
+ cánh tay
+ vật hình cánh tay
- verb
+ trang bị vũ khí
+ chuẩn bị chiến đấu
",arm
"- noun
+ tầng lớp quí tộc
",aristocracy
"- adjective
+ có vẻ quí phái
",aristocratic
"- noun
+ nhà quí tộc
",aristocrat
"- noun
+ cung Bạch Dương
+ Bạch Dương
",Aries
"- adverb
+ sang một bên
- noun
+ lời nhắc vở
",aside
"- noun
",aridity
"- noun
+ người Châu Á
- adjective
+ thuộc Châu Á
",Asian
"- verb
+ hỏi
+ đề nghị
+ mời
",ask
"- noun plural
+ tro hoả táng
",ashes
"- noun
+ gạt tàn
",ashtray
"- adjective
+ tái mét
",ashen
"- noun
+ ngày đầu tiên của tuần chay
",Ash Wednesday
"- adjective
+ xấu hổ
",ashamed
"- verb
+ xuất hiện
+ sống lại
",arise
"- noun
+ sinh sản vô tính
",asexual reproduction
"- abbreviation
+ Chuẩn mã trao đổi thông tin Hoa Kỳ
",ASCII
"- noun
+ tro
",ash
"- verb
+ gán cho; đổ tại
",ascribe
"- adjective
+ vô tính
",asexual
"- adverb
+ trên bờ
",ashore
"- noun
",asceticism
"- adjective
+ khổ hạnh
- noun
+ người khổ hạnh
",ascetic
"- adjective
",ascertainable
"- adverb
",ascetically
"- noun
+ sự đi lên
+ đường dốc
",ascent
"- noun
+ lễ thăng thiên
",Ascension Day
"- verb
+ tìm ra
",ascertain
"- noun
+ sự thăng thiên
",Ascension
"- noun
+ uy lực
",ascendancy
"- noun
+ amiăng
",asbestos
"- verb
+ đi lên; bốc lên
",ascend
"- abbreviation
+ càng sớm càng tốt
",asap
"- noun
+ thể loại Aria
",aria
"- adjective
+ đáng tranh cãi
",arguable
"- noun
+ đấu trường
",arena
"- noun
+ sự cãi nhau
+ lý lẽ
",argument
"- adjective
+ có lý lẽ
",argumentative
"- verb
+ cãi nhau
+ phản đối
+ thuyết phục ai
+ tranh luận; biện luận
",argue
"- noun
",arduousness
"- noun
+ vùng
+ diện tích
+ lĩnh vực
",area
"- noun
+ mã khu vực
",area code
"- adjective
",apathetic
"- adverb
",arduously
"- noun
+ nạn phân biệt chủng tộc ở Nam Phi
",apartheid
"- noun
+ căn hộ
+ phủ tổng thống
",apartment
"- adverb
+ một chỗ nào đó
",anywhere
"- adverb
+ dù sao đi nữa
",anyway
"- pronoun
+ cái nào
+ bất cứ cái gì
",anything
"- noun
+ sự việc không ai dám chắc
",anybody’s guess
"- adverb
+ dù thế nào chăng nữa
+ lộn xộn
",anyhow
"- adverb
+ cách nhau
",apart
"- noun
+ động mạch chủ
",aorta
"- noun
+ tầng ngậm nước
",aquifer
"- noun
+ cầu dẫn nước
",aqueduct
"- adjective
+ dưới nước
",aquatic
"- noun
",aptness
"- noun
+ năng khiếu
",aptitude
"- noun
+ cung Bảo Bình
+ Bảo Bình
",Aquarius
"- noun
+ bể cá cảnh; khu nuôi cá
",aquarium
"- adjective
+ dễ
+ thích hợp
",apt
"- adjective
+ khó khăn
",arduous
"- adverb
",aptly
"- noun
+ nhiệt tình
",ardour
"- adverb
",ardently
"- adjective
+ Bắc cực
+ giá rét
",Arctic
"- noun
+ kiến trúc sư
",architect
"- noun
+ cổng tò vò
",archway
"- adjective
",architectural
"- noun
+ lưu trữ
",archive
"- noun
+ công trình kiến trúc
",architecture
"- noun
+ chuyên viên lưu trữ
",archivist
"- adjective
",archetypal
"- noun
+ quần đảo
",archipelago
"- noun
+ nguyên mẫu
",archetype
"- adjective
",arched
"- noun
+ người bắn cung
",archer
"- noun
+ môn bắn cung
",archery
"- noun
+ tổng giám mục
",archbishop
"- noun
+ tổng thiên thần
",archangel
"- adjective
+ hăng hái
",ardent
"- adjective
+ cổ
",archaic
"- noun
+ khảo cổ học
",archaeology
"- noun
",archaeologist
"- adjective
",archaeological
"- noun
+ kẻ thù không đợi trời chung
",arch-enemy
"- noun
+ mái vòm
+ nhà vòm
+ hình vòng cung
+ lòng bàn chân
- verb
+ vồng lên
",arch
"- noun
+ đường có mái vòm
",arcade
"- noun
+ sự phân xử
",arbitration
"- noun
+ hình cung
",arc
"- noun
+ người phân xử
",arbitrator
"- adjective
+ chuyên quyền
",arbitrary
"- noun
+ trọng tài
+ người phán xét
",arbiter
"- adverb
",arbitrarily
"- verb
+ phân xử
",arbitrate
"- noun
+ lớp chân đốt
",arachnid
"- adjective
+ thuộc Ả rập
- noun
+ tiếng Ả rập
",Arabic
"- noun
+ chữ số Ả rập
",arabic numeral
"- adjective
+ trồng trọt được
",arable
"- noun
+ người Ả rập
",Arab
"- noun
+ hoa văn trang trí
+ tư thế lượn của vũ công ba lê
",arabesque
"- pronoun
+ ai đó
+ bất cứ ai
+ bất cứ ai
",anybody
"- adverb
",anxiously
"- pronoun
+ bất cứ
+ dùng để chỉ một số lượng không xác định
- adjective
+ mọi
- adverb
+ một chút nào
",any
"- adjective
+ lo lắng
+ gây ra nỗi lo âu
+ rất mong muốn cái gì
",anxious
"- noun
+ nỗi lo
",anxiety
"- noun
+ cái đe
",anvil
"- noun
+ hậu môn
",anus
"- noun
+ gạc hươu/ nai
",antler
"- noun
+ từ trái nghĩa
",antonym
"- adjective
+ phản xã hội
+ khó gần
",antisocial
"- noun
+ thời cổ
+ thời xa xưa
+ đồ cổ
",antiquity
"- noun
+ thuốc khử trùng
",antiseptic
"- noun
+ sự tương phản
",antithesis
"- adjective
+ cổ xưa
+ cổ
+ đồ cổ
- noun
+ đồ cổ
",antique
"- adjective
+ cũ kỹ
",antiquated
"- noun
+ ác cảm
",antipathy
"- noun plural
+ trò hề
",antics
"- noun
+ hoá chất chống đông
",antifreeze
"- adverb
+ ngược chiều kim đồng hồ
",anticlockwise
"- noun
+ thuốc chống trầm cảm
",antidepressant
"- noun
+ thuốc giải độc
",antidote
"- noun
",anticipation
"- noun
+ sự giảm dần
",anticlimax
"- verb
+ lường trước
+ đoán trước
",anticipate
"- noun
",anti-Semitism
"- adjective
",anti-Semitic
"- noun
+ kháng thể
",antibody
"- noun
+ người bài Do Thái
",anti-Semite
"- noun
+ thuốc kháng sinh
",antibiotic
"- adjective
+ phòng không
",anti-aircraft
"- noun
+ nhân loại học
",anthropology
"- prefix
+ chống lại
+ ngược lại
",anti-
"- adjective
+ giống người
",anthropoid
"- noun
+ than đá
",anthracite
"- noun
+ bệnh than
",anthrax
"- adjective
",anthropological
"- noun
",anthropologist
"- noun
+ Ngày cá tháng tư
",April Fool’s Day
"- noun
+ tấm tạp dề
+ thềm để máy bay
+ thềm sân khấu
",apron
"- noun
+ hợp tuyển
",anthology
"- noun
+ tháng tư
",April
"- written abbreviation
+ tháng tư
",Apr
